report_date,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield,user_id,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4
2013-10-31,11741.22000000029,12772.094000000649,14094.580000000473,13644.372000000572,12009.298399999709,10794.759999999758,10922.660000000682,11255.199999999468,3316.4469999998764,12206.776000000616,35530125,3289998335,3254679467,90926701,90518963,33377309,57141654,55607833,9967594,45640239,9460426,36179813,407738,4060566.0,3160180.0,0.0,2746848.0
2013-11-01,11265.364100000339,12110.47000000024,13213.810000000518,13560.574000000413,12327.19749999946,11085.939999999713,11217.290000000712,11558.799999999443,3393.8213000001506,12559.687000000704,36418411,3373970161,3289998335,150904945,150490888,97662024,52828864,66933119,8910803,58022316,20798916,37223400,414057,3217695.0,2869447.0,0.0,2823661.0
2013-11-04,11201.471400000552,12092.482000000291,12303.0,12590.06999999921,12828.201400000475,11537.479999999643,11674.180000000759,12029.599999999404,3523.579199999824,13191.550000000536,38115820,3616266423,3447209071,300027403,299614565,237955005,61659560,130970051,7225760,123744291,8145407,115598884,412838,4940631.0,382233.0,0.0,1902896.0
2013-11-05,11548.364999999643,12484.39999999992,13443.150000000527,13615.724999999733,13844.34999999943,12448.999999999502,12596.500000000853,12979.999999999325,3816.7099999998345,14242.599999999742,41195238,3714481373,3616266423,180904814,180478015,64596913,115881102,82689864,12228633,70461231,14710337,55750894,426799,7907915.0,1180483.0,0.0,3140235.0
2013-11-06,11203.259999999656,11833.825999999957,13927.549999999314,14904.009000000606,14364.048600000635,12917.419999999429,13070.470000000902,13468.399999999285,3953.893700000311,14781.56899999945,42661481,3764248463,3714481373,181474910,181014598,38422060,142592538,131707820,19226831,112480989,49152384,63328605,460312,8731137.0,5706353.0,0.0,4789341.0
2013-11-07,11872.589999999109,12385.05299999925,14489.015999999312,15832.242000000433,14938.773900001039,13433.533200000402,13591.410000000955,14005.19999999924,4117.210500000339,15364.340999999271,44286765,3848905475,3764248463,167963464,167495139,39534732,127960407,83306452,13495904,69810548,18133158,51677390,468325,7810282.0,2117359.0,0.0,3568263.0
2013-11-08,12336.080000000895,12919.920000000624,15024.04000000009,16652.559999999226,15397.632000000709,13841.928000000175,14005.600000000997,14431.999999999205,4237.759999999848,15832.559999999205,45283097,3987798639,3848905475,231749471,231270156,124106307,107163849,92856307,10129799,82726508,13757231,68969277,479315,4465354.0,1422089.0,100000.0,4142356.0
2013-11-11,12801.600000000806,13441.68000000073,15852.64800000064,18736.564000000562,16699.687200000684,15006.319999999105,15184.120000001118,15646.399999999105,5320.487199999767,17559.527999999904,49186591,4068761211,4147899723,147986439,147425452,69094170,78331282,227124951,180655486,46469465,7155297,39314168,560987,15570919.0,2442223.0,51972859.0,110669485.0
2013-11-12,11598.235999999466,12350.780000000226,14998.620000000668,16949.65999999955,16367.135199999726,14702.479999999152,14876.680000001086,15329.59999999913,5078.626799999824,17517.55200000017,48447405,4085967334,4068761211,148469647,147913613,75656414,72257199,131263524,12308127,118955397,13535932,105419465,556034,3806993.0,3080495.0,0.0,5420639.0
2013-11-13,11766.071999999453,12820.64500000064,15374.193000000929,18520.27700000063,16573.37300000064,14883.939999999124,15060.290000001105,15518.799999999115,4972.011900000287,17963.01100000128,48773532,4181400870,4085967334,174554976,174000238,104660075,69340163,79121440,14898738,64222702,36973694,27249008,554738,8878581.0,2195166.0,0.0,3824991.0
2013-11-14,14775.264000000332,14792.903999999202,15823.08000000073,18786.60000000125,16580.541599998804,14888.86559999945,15064.560000001105,15523.199999999115,4690.123200000002,18035.1359999991,49015148,4296842778,4181400870,167996058,167462695,85700589,81762106,52554150,8088009,44466141,22737277,21728864,533363,4529112.0,630803.0,0.0,2928094.0
2013-11-15,15865.147999999335,18917.78200000006,21022.923999998722,21190.33800000091,16762.772000000245,15034.13339999956,15209.74000000112,15672.799999999103,5249.675600000081,18565.143999999415,49536390,4362903228,4296842778,124270704,123661256,44129861,79531395,58210254,9874031,48336223,13669346,34666877,609448,5240277.0,1483524.0,100000.0,3050230.0
2013-11-18,16630.405000001327,19740.5449999999,22839.630000000936,23602.42499999942,17354.507500001546,15552.911000000708,15734.950000001174,16213.999999999058,4867.884999999761,18937.214999998487,51071261,4580270823,4521421128,195766477,195210552,94427782,100782770,136916782,14312742,122604040,41227427,81376613,555925,7048432.0,3787533.0,0.0,3476777.0
2013-11-19,15179.37500000099,17991.750000000353,20606.699999998462,22800.724999998165,17544.749999998327,15721.73500000073,15905.750000001191,16389.999999999047,4982.932500000134,18896.925000000894,51634534,4641328007,4580270823,131365419,130801756,47990602,82811154,70308235,14639949,55668286,15545895,40122391,563663,4949257.0,5855587.0,0.0,3835105.0
2013-11-20,15278.662000000908,17892.26600000067,20449.38000000082,23270.11400000031,17734.847199999273,15895.15619999953,16080.82000000121,16570.399999999107,5028.363200000267,18954.277999999053,52270603,4720539791,4641328007,166163002,165560984,56087750,109473234,86951218,13264281,73686937,22879788,50807149,602018,7922364.0,859690.0,0.0,4482227.0
2013-11-21,14673.196999998861,17763.28400000029,21125.026999998998,23705.758999998823,17774.60299999876,15924.70109999953,16110.710000001212,16601.199999999117,5071.666599999672,19019.692999999552,52398372,4866972767,4720539791,221166938,220554500,118123549,102430951,74733962,8839246,65894716,16100622,49794094,612438,3088167.0,1183384.0,0.0,4567695.0
2013-11-22,14820.098999999307,18104.16300000095,22486.71600000025,24242.778000001388,17909.551799998855,16042.880699999525,16230.270000001225,16724.399999999157,5132.110199999727,18902.37300000076,52815541,4912783533,4866972767,128528687,127901717,42947137,84954580,82717921,20387183,62330738,24678325,37652413,626970,13442143.0,1611841.0,0.0,5333199.0
2013-11-25,15249.507999999385,18789.360000000157,24438.060000002257,25282.392000001488,18683.124799999598,16730.85479999965,16926.280000001294,17441.599999999395,5395.003999999768,19958.7399999995,55186136,5046879939,4969849464,147143602,146505434,74040394,72465040,70113127,23796084,46317043,9657210,36659833,638168,13167661.0,6065709.0,0.0,4562714.0
2013-11-26,14987.745999998699,18714.677500000133,23805.950000001732,26334.581999998358,18867.115599999346,16887.020699999714,17084.27000000131,17604.39999999945,5510.977400000146,20233.057000001412,55498077,5239114658,5046879939,258037702,257385328,167619964,89765364,65802983,16533187,49269796,10910790,38359006,652374,8680134.0,2532582.0,0.0,5320471.0
2013-11-27,15180.211999998717,18805.879000000677,24068.944000001866,27037.23200000199,19040.19630000036,17022.083099999767,17220.910000001324,17745.199999999495,5547.391500000327,20483.607000000633,56115407,5287759288,5239114658,134774128,134089685,57779508,76310177,86129498,13441519,72687979,8395361,64292618,684443,5137580.0,3153300.0,200000.0,4950639.0
2013-11-28,15167.55399999866,19528.327000000983,25488.454999997648,26541.19500000095,19103.586899999143,17089.614299999794,17289.23000000133,17815.59999999952,5612.723799999732,20657.99800000021,56259951,5366066122,5287759288,139760425,139046863,58319586,80727277,61453591,12326030,49127561,20095247,29032314,713562,8471773.0,408316.0,0.0,3445941.0
2013-11-29,15246.79200000079,19093.271999999535,24822.071999999233,26045.58000000194,19326.106800001435,17271.104399999866,17472.84000000135,18004.79999999958,5679.2867999998725,20963.315999998693,56903624,5364620300,5366066122,122536344,121810671,43456530,78354141,123982166,12980677,111001489,15313495,95687994,725673,9039014.0,988414.0,0.0,2953249.0
2013-12-02,15891.519999998762,19381.039999999655,25143.200000000983,26555.119999999388,20011.528000000275,17895.768000000113,18104.800000001414,18655.999999999796,5885.96800000029,21971.680000001612,59128229,5621931412,5405083240,345313258,344606438,181458812,163147626,128465086,31233938,97231148,47382011,49849137,706820,14717973.0,12764195.0,0.0,3751770.0
2013-12-03,15890.85000000108,19623.59999999989,25224.85800000104,26790.479999998817,20205.90900000075,18009.345600001576,18216.246599999962,18770.399999999834,5968.134000000211,22157.60399999897,59267842,5788936223,5621931412,268666856,267952466,96712045,171240421,101662045,25720023,75942022,22917759,53024263,714390,8188232.0,12419820.0,0.0,5111971.0
2013-12-04,15981.262000000226,19644.483999999888,24679.0,26760.620000001545,20506.317599999406,18163.743999999882,18329.415199999366,18884.799999999872,6001.07439999968,22348.44399999906,59539600,5938411266,5788936223,219456372,218681591,102384322,116297269,69981329,15845867,54135462,7852080,46283382,774781,9118849.0,1874880.0,0.0,4852138.0
2013-12-05,16048.80199999943,19754.372000002277,23876.00599999759,26350.720000002682,21171.589999999065,18390.028800001728,18509.213799998848,19069.599999999933,6078.435000000366,22606.14400000118,60087103,6010979734,5938411266,190825287,190022709,69146648,120876061,118256819,13825962,104430857,39525525,64905332,802578,5882070.0,3989177.0,200000.0,3754715.0
2013-12-06,16061.700000001263,19751.549999998384,21956.778000002443,24292.236000000947,22429.94700000089,18454.8932999996,18552.999900000523,19122.10500000034,6011.416799999511,22633.973999999766,60272568,6080551322,6010979734,152197159,151391317,55634193,95757124,82625571,10624967,72000604,27086231,44914373,805842,4329771.0,2064010.0,0.0,4231186.0
2013-12-09,16029.36000000152,19859.580000001253,21617.496000000574,24132.600000001934,23282.866799997446,19174.12560000112,19285.26839999834,19788.289199999414,6299.715600000276,23140.72799999907,61313622,6237388004,6196090491,174652812,173818023,58079956,115738067,133355299,20902701,112452598,12725637,99726961,834789,13518789.0,3333858.0,0.0,4050054.0
2013-12-10,15914.934000001942,19878.01199999905,21112.560000000172,23689.00799999846,23876.873999999098,19678.96349999919,19823.888699998566,20234.51010000068,6383.418299999718,23442.993000002385,62028019,6269712275,6237388004,179471612,178632183,64157045,114475138,147147341,15768961,131378380,27083516,104294864,839429,6462754.0,2479305.0,0.0,6826902.0
2013-12-11,15858.180000000853,19558.422000000413,20556.899999998255,23665.28400000085,24089.975999998598,20155.70160000066,20316.99419999882,20679.33779999982,6415.560000000263,23733.054000001626,62542294,6399314660,6269712275,239916977,239051211,138677071,100374140,110314592,16209163,94105429,32858604,61246825,865766,7601379.0,2768439.0,200000.0,5639345.0
2013-12-12,15787.979999998162,19643.715000000982,20579.1299999992,24710.92649999751,24285.19859999861,20623.39110000182,20783.096100001403,21102.506100001057,6690.726900000193,24129.144000001066,63254466,6447584392,6399314660,140360007,139456440,37802740,101653700,92090275,44454483,47635792,11324110,36311682,903567,10893753.0,1886838.0,8750000.0,22923892.0
2013-12-13,15708.721699999962,19681.099999998303,20184.56999999942,24821.070999999014,24418.294999997397,20933.367199999022,21087.15439999948,21354.908900000326,6649.0078999994885,24372.525000002013,63178871,6521478868,6447584392,164672690,163756758,51626995,112129763,90778214,31197293,59580921,23943149,35637772,915932,25801478.0,446849.0,0.0,4948966.0
2013-12-16,16114.725000000442,20373.650000000714,20518.574999997945,25978.975000002007,24922.42499999763,21601.772499998835,21763.527499999167,21993.53749999928,6905.442500000239,25385.250000001084,64721227,6789747659,6749415054,196489931,195558740,76785117,118773623,156157326,32671212,123486114,31097965,92388149,931191,17126247.0,9458650.0,60649.0,6025666.0
2013-12-17,16367.989999998654,21033.103000000017,21471.78399999882,29410.495000001793,25253.40289999869,21984.993600000926,22149.616900000914,22327.91949999872,6854.744399999708,25679.3479999987,65106288,6867190613,6789747659,193980797,193053100,62804752,130248348,116537843,12025370,104512473,14476061,90036412,927697,2860389.0,2459433.0,0.0,6705548.0
2013-12-18,17050.175999999152,28046.30399999661,24135.408000001742,32147.27999999811,25589.51999999784,22360.060799999697,22535.409600001847,22635.676799999237,6910.358400000365,25960.175999999017,65939274,6845185545,6867190613,180215804,179244717,44534059,134710658,202220872,10725473,191495399,50257836,141237563,971087,3227970.0,2372802.0,0.0,5124701.0
2013-12-19,18395.417999999278,30955.57600000313,29740.69400000248,33965.03960000088,25942.51370000222,22713.032100000448,22870.392799998448,22964.61789999758,7254.376100000379,26263.453000003206,66314195,6914793558,6845185545,233631357,232618878,97470048,135148830,164023344,15536057,148487287,21715384,126771903,1012479,6680578.0,2910410.0,0.0,5945069.0
2013-12-20,19061.65799999883,37152.515999999094,33992.56200000148,36550.61999999751,26493.131999998204,23210.857200001927,23364.72900000089,23470.546199999208,7344.101999999674,26813.496000001713,67524069,6894981995,6914793558,133867400,132849845,39915508,92934337,153678963,19964515,133714448,33286473,100427975,1017555,10331829.0,3140205.0,0.0,6492481.0
2013-12-23,22480.18499999842,44029.29700000297,41056.83399999684,38119.224000000686,27464.16399999844,23974.38289999911,24109.313799997242,24225.82240000034,8060.503100000867,28230.929999996544,69124415,7054645270,6994376148,198747367,197669761,70138872,127530889,138478245,24846016,113632229,40662170,72970059,1077606,16723533.0,2593550.0,0.0,5528933.0
2013-12-24,20766.450000001736,31046.970000000525,28862.609999997854,33091.04999999827,27642.174000002087,24232.86899999797,24359.62199999825,24476.856000001437,8071.109999999599,28842.570000002277,69433303,7241443693,7054645270,305406334,304333324,189794936,114538388,118607911,21559120,97048791,25956197,71092594,1073010,9827184.0,5653736.0,20000.0,6058200.0
2013-12-25,20432.24999999806,28332.7200000038,29972.34499999826,32837.90499999547,27858.490000002923,24512.64600000291,24631.203500000993,24737.652999997597,8582.554000000851,29730.18500000014,69806838,7448764361,7241443693,380076148,378896458,207488097,171408361,172755480,27956029,144799451,25199652,119599799,1179690,14095850.0,5859503.0,1120000.0,6880676.0
2013-12-26,20313.077000000918,27055.333000002505,31172.779999998012,33355.889999998755,28116.426000001353,24756.975099999523,24868.1613999985,24980.363100002294,8973.08979999981,30624.463999997333,70199146,7427199206,7448764361,220287409,219035100,86180958,132854142,241852564,21372055,220480509,21879648,198600861,1252309,9665563.0,3971893.0,200000.0,7534599.0
2013-12-27,17976.021000001325,25927.838999996853,30441.033000001724,33219.563999996186,28381.440500001616,25043.62139999881,25145.961399997628,25258.02369999937,9225.950999999599,31684.463999996588,70729918,7474795625,7427199206,211118967,209818922,71581657,138237265,163522548,22373377,141149171,16737992,124411179,1300045,11444298.0,3800278.0,200.0,7128601.0
2013-12-30,16787.789999999877,25357.158000001466,30940.865999997233,32067.035999997774,29086.613999999456,25701.818400002212,25811.292600000885,25920.242999998332,9400.63860000098,34560.3240000038,72123209,7819095923,7712563769,286358778,285062954,121679259,163383695,179826624,20652334,159174290,40393506,118780784,1295824,8770053.0,3669174.0,0.0,8213107.0
2013-12-31,16552.183999998295,27604.5,31348.19599999849,31090.554000001503,29216.076999997866,25871.989000000827,25974.51999999801,26082.834799997927,9395.520199999652,35207.56800000089,72348727,7950715327,7819095923,265851934,264556746,115229028,149327718,134232530,23640780,110591750,19505479,91086271,1295188,11611505.0,3497088.0,0.0,8532187.0
2014-01-02,16719.53999999891,26598.53999999904,30753.059999995538,31559.39999999929,29720.837999997028,26329.403999998627,26433.533999996413,26527.51800000108,9661.127999999177,36114.419999998034,73539439,8449075426,8204274137,434956739,433531489,145093807,288437682,190155450,22941048,167214402,26734732,140479670,1425250,6429483.0,6583823.0,0.0,9927742.0
2014-01-03,16154.243999998771,25316.913999997687,29685.976000002363,33324.174000001396,29912.221400000028,26541.64860000089,26645.366800000556,26739.411799999398,9590.977800000634,36290.622000000505,74010406,8663435976,8449075426,342074805,340640596,143850914,196789682,127714255,23841309,103872946,27165547,76707399,1434209,10507984.0,4191467.0,50000.0,9091858.0
2014-01-06,16100.880000000368,25546.36200000265,29957.562000003603,35703.14999999631,30730.624799998055,27281.06639999844,27382.524000001573,27472.953600002875,9781.836000000087,37087.16399999902,76149262,9050477936,8798901523,442494042,441042872,198531158,242511714,190917629,25009899,165907730,35042141,130865589,1451170,8546854.0,9726055.0,0.0,6736990.0
2014-01-07,15985.0,23680.039999996963,28211.440000001792,32942.99999999725,31002.56000000117,27548.1319999969,27640.42800000135,27727.163999999393,10055.816000000828,37463.28000000057,76755783,9502231639,9050477936,589726496,588222460,231240835,356981625,137972793,27531206,110441587,23886191,86555396,1504036,11435514.0,3109835.0,0.0,12985857.0
2014-01-08,15907.429999999624,23192.246000001032,27694.666999998506,31758.650000003217,31376.984099998223,27871.72850000238,27959.978200002028,28051.038399997877,10241.462000000462,38003.58099999629,77809937,9552376725,9502231639,264025160,262398195,73458333,188939862,213880074,24398384,189481690,22175353,167306337,1626965,6934583.0,6375874.0,400000.0,10687927.0
2014-01-09,15774.923999999388,22696.920000002003,27095.153999999402,35648.84399999594,31525.570199996902,28026.74399999969,28103.52959999658,28189.913400001646,9963.496199999232,38037.102000002254,78069261,9692683975,9552376725,280698487,279057823,115504758,163553065,140391237,25855665,114535572,27071650,87463922,1640664,12014226.0,3339321.0,1350500.0,9151618.0
2014-01-10,15768.965999998483,23037.741000000515,27079.75,32353.17499999709,31834.954100000192,28318.577300001143,28401.241800002288,28467.37339999768,10192.2478000003,38413.33800000023,78696646,9813222458,9692683975,237797636,236112121,81263442,154848679,117259153,26458750,90800403,26710276,64090127,1685515,11533112.0,3073435.0,2000000.0,9852203.0
2014-01-13,16277.40999999848,23857.28499999971,27561.019999997727,38434.42499999762,33202.23050000456,29555.567499998277,29629.880000001893,29698.247500003872,10453.688000000293,39801.774999998495,82392526,10340128524,10071845246,447207050,445546064,140961565,304584499,178923772,21903534,157020238,31182941,125837297,1660986,12068315.0,2562244.0,20000.0,7252975.0
2014-01-14,16645.201999998608,24325.87360000003,28496.4399999972,39397.999199997204,33943.574000002525,30223.239200002285,30291.89799999768,30366.02519999939,10714.418399999153,40526.91999999384,84024073,10537257263,10340128524,356907128,355227951,136709487,218518464,159778389,29631300,130147089,26903661,103243428,1679177,14789839.0,5370473.0,0.0,9470988.0
2014-01-15,16881.976799999436,24329.2400000008,28477.17599999806,41368.91199999436,34267.10559999593,30530.895199998675,30616.185600003435,30678.15920000156,10612.211999999981,40608.04799999979,85192476,10751047734,10537257263,391408718,389643679,64750474,324893205,177618247,38808458,138809789,28292066,110517723,1765039,9530159.0,12452440.0,4851900.0,11973959.0
2014-01-16,17229.84450000131,26451.04000000199,29079.985000000517,41596.99499999671,34687.15800000231,30943.242000003385,31020.929500003665,31074.378499997652,10708.444999999745,40987.92500000363,85984707,10972827391,10751047734,374947083,373159557,106140501,267019056,153167426,23865821,129301605,26988051,102313554,1787526,9015487.0,5303850.0,10000.0,9536484.0
2014-01-17,17580.896999997014,29807.016000004194,29551.135000002378,43462.32399999965,34867.21880000055,31093.286100002184,31153.82379999875,31206.248199996764,10696.44990000053,40903.51399999601,86379193,11190869034,10972827391,345426853,343608394,88624595,254983799,127385210,21879996,105505214,18305723,87199491,1818459,10286416.0,3065433.0,60000.0,8468147.0
2014-01-20,24700.463999999487,40208.13700000104,35182.91400000195,47469.61600000619,35508.82289999802,31672.246200003232,31720.528999996553,31765.6353000025,10949.395500000319,41040.3799999956,87791741,11241417494,11348652551,335761027,333912224,66330226,267581998,442996084,45103607,397892477,36654039,361238438,1848803,30197607.0,4605616.0,0.0,10300384.0
2014-01-21,23236.861999998073,35324.37000000082,35496.684000003836,47399.11400000533,35681.762000001916,31828.948600002983,31869.155200004378,31910.638200002533,10822.59560000017,40991.58600000096,88264050,11351446969,11241417494,412854611,411045427,105334037,305711390,302825136,48810525,254014611,34959044,219055567,1809184,34683255.0,5373018.0,0.0,8754252.0
2014-01-22,23548.45599999819,33464.94399999549,35617.360000002176,44521.6999999975,35824.914400004396,31957.612200004984,31988.361000002045,32030.64060000256,10796.031799999153,40985.58800000316,88691670,11557321387,11351446969,498730606,496881726,116679482,380202244,292856188,35396154,257460034,50621581,206838453,1848880,12674940.0,15715449.0,302539.0,6703226.0
2014-01-23,23783.60000000278,34023.404000003335,38182.31999999897,43119.02399999536,35949.23280000174,32078.291199996886,32103.360399995865,32140.642800002584,11243.214800001579,41222.76400000212,88883857,11829747156,11557321387,481450097,479509602,102994484,376515118,209024328,37120406,171903922,30727063,141176859,1940495,17367428.0,8303009.0,400000.0,11049969.0
2014-01-24,24052.713100002627,28771.68300000211,43749.254999997116,44085.5390000013,36180.27819999977,32284.55740000265,32302.664999997913,32335.646700002628,11185.323200000275,41531.07399999511,89399493,12098022049,11829747156,614103894,612133670,144614549,467519121,345829001,37926576,307902425,29754999,278147426,1970224,18821020.0,11004819.0,0.0,8100737.0
2014-01-26,29040.00000000323,31132.20000000244,41909.99999999481,46167.000000003456,36934.9199999997,32953.14000000256,32977.55999999623,33000.66000000261,11186.999999998956,42464.400000003756,91168290,12550001817,12353351816,528402520,526466645,101475502,424991143,331752519,19451300,312301219,39439760,272861459,1935875,9137431.0,6367843.0,0.0,3946026.0
2014-01-27,30042.28399999807,31069.31399999601,40365.59199999819,45255.58000000722,37098.31140000161,33085.60579999472,33119.398400002035,33130.66260000254,11207.87900000106,42512.41599999807,91671971,12926555440,12550001817,657199484,655298101,196149985,459148116,280645861,36768288,243877573,58856167,185021406,1901383,20347842.0,9737819.0,0.0,6682627.0
2014-01-28,32397.17909999543,33185.77310000314,45491.181000003635,49006.43899999473,37423.46340000276,33368.887299998205,33410.99020000285,33415.6683000024,11627.083399999266,43045.20299999615,92241952,13521645866,12926555440,843424742,841426055,202335691,639090364,248334316,32950093,215384223,47826061,167558162,1998687,21216358.0,9286252.0,96536.0,2350947.0
2014-01-29,32327.999999996562,34402.38000000109,47629.92000000073,48438.120000002884,37715.99999999521,33633.24300000057,33672.30599999667,33675.67350000227,11242.735499998193,43319.52000000361,93343323,14258960858,13521645866,952479658,950357375,102260088,848097287,215164666,48600473,166564193,38228588,128335605,2122283,17973057.0,24984176.0,60000.0,5583240.0
2014-01-30,29931.815000003386,33630.267000001084,38692.0170000011,36721.30899999673,37794.39999999519,33705.18089999996,33743.65020000324,33745.67490000223,10928.655700001065,42923.64000000299,93591069,14381588964,14258960858,227916211,225754304,44901628,180852676,105288105,18939954,86348151,13588206,72759945,2161907,10381715.0,6449741.0,0.0,2108498.0
2014-02-07,30210.250000002652,38268.67499999786,39973.75000000533,38205.0000000051,39619.99999999472,35331.84250000439,35373.58500000252,35375.70750000141,12039.527499998343,43129.19999999891,98312275,15069202104,14763866096,578818221,576343567,133973411,442370156,273482213,28411171,245071042,43274926,201796116,2474654,9555600.0,10711762.0,350000.0,7793809.0
2014-02-08,30315.25,37448.25,38732.1900000018,41449.86300000592,39980.465000001896,35619.34880000558,35664.28669999874,35665.71330000126,11979.873500001086,43760.95499999988,99049597,15244025335,15069202104,358255468,355819907,40691777,315128130,183432237,29127148,154305089,17759331,136545758,2435561,13886035.0,3396018.0,908800.0,10936295.0
2014-02-10,31441.37100000626,38714.493999997416,39613.131999994686,42732.79399999911,40936.2486000017,36483.24160000586,36530.0,36530.730600000825,12423.122399998776,45479.84999999387,101527319,15538694249,15322982520,647465140,645043184,125447760,519595424,431753411,52832088,378921323,31775846,347145477,2421956,24745375.0,11119259.0,6295100.0,10672354.0
2014-02-11,30440.045999996968,38268.95800000255,38850.23999999594,42367.36400000689,41208.47900000242,36742.90880000594,36790.0,36790.73580000069,12339.365999998543,46083.153999996306,102008284,16114439292,15538694249,818803205,816390370,245808059,570582311,243058162,39473499,203584663,30415422,173169241,2412835,18333333.0,10147754.0,2900000.0,8092412.0
2014-02-12,30330.225000003695,38539.853999999206,38852.46000000411,42052.95000000587,41689.73159999743,37181.50650000201,37215.0,37215.74430000048,12431.298600000204,46876.01400000333,103081396,16522863143,16114439292,763009770,760453811,182145168,578308643,354585919,49996692,304589227,48908222,255681005,2555959,32197400.0,9476462.0,200000.0,8122830.0
2014-02-13,27440.4510000046,37552.05900000359,36729.36900000041,42099.291000004785,41910.07229999775,37367.32769999621,37395.0,37400.235299999295,12493.669500001044,47371.98600000392,103883871,16786803951,16522863143,626698794,624058677,111451545,512607132,362757986,49969512,312788474,33636126,279152348,2640117,18145364.0,22342585.0,0.0,9481563.0
2014-02-14,24925.91199999671,33731.34400000513,34697.05199999498,41768.772000000215,42586.20200000254,37994.1463999948,38020.0,38020.76040000007,12630.24400000039,47988.84400000702,105586213,17014252486,16786803951,490710434,488021625,133959311,354062314,263261899,114214873,149047026,47348366,101698660,2688809,20723108.0,14158629.0,66400000.0,12933136.0
2014-02-17,23094.52599999971,30357.054000004486,35083.958000001265,41986.490000000806,43825.599999993625,39117.47839999815,39130.0,39130.78259999951,12933.247599999057,48982.93399999064,108527001,17596758169,17296449376,706118060,703414276,101445973,601968303,405809267,25038922,380770345,67346083,313424262,2703784,4229717.0,8624234.0,0.0,12184971.0
2014-02-18,21142.52000000174,29528.526999996237,36597.07099999834,41799.86649999866,44178.39999999353,39439.47770000198,39445.0,39445.78889999935,12963.99369999871,49235.24900000946,109600347,17919195990,17596758169,593563145,590856887,81848295,509008592,271125324,41210804,229914520,48672510,181242010,2706258,10186242.0,13450561.0,800000.0,16774001.0
2014-02-19,18983.699999999404,29719.799999996896,36956.19999999916,41824.17999999567,44239.99999999352,39498.42000000068,39500.0,39500.789999999324,12906.230000001584,49138.00000000538,109878172,18003573505,17919195990,408367966,405532115,45373979,360158136,323990451,27154783,296835668,37714675,259120993,2835851,12388897.0,4284479.0,410000.0,10071407.0
2014-02-20,15857.904999998842,29642.51500000418,33212.74500000382,41786.100000004764,44795.97999999814,40024.19950000094,40025.0,40025.80049999906,13094.579000000136,49639.00500000385,111398058,18251643286,18003573505,478925191,476045215,102087332,373957883,230855410,42179906,188675504,35175830,153499674,2879976,18477114.0,6298735.0,400000.0,17004057.0
2014-02-21,14226.659999997686,28993.67500000278,32260.0,41744.439999996874,44982.537499996375,40321.774000000434,40325.0,40325.80649999891,13131.432999998027,49865.89499999601,112396611,18426710525,18251643286,353981687,351086615,52081757,299004858,178914448,35272987,143641461,38164915,105476546,2895072,18613738.0,9106001.0,200000.0,7353248.0
2014-02-24,14076.0000000019,27646.919999999547,32871.60000000365,41135.04000000484,46090.62000000542,41400.0,41400.0,41400.827999998364,13515.44399999852,50806.079999992995,115341338,18898684661,18715837772,656317045,653397733,203203164,450194569,473470156,38373586,435096570,38390594,396705976,2919312,18666250.0,5194943.0,100000.0,14412393.0
2014-02-25,14351.67999999805,27351.63199999555,31798.9840000052,37706.53600000163,46380.123999994525,41720.0,41720.0,41720.8343999982,13382.941600000502,51015.21600000708,116058347,19163035198,18898684661,563505889,560651569,134346664,426304905,299155352,50699394,248455958,43867571,204588387,2854320,27591630.0,9923101.0,140000.0,13044663.0
2014-02-26,14703.5,25810.94400000086,32112.444000000884,37334.2870000049,46559.68299999571,42010.0,42010.0,42010.840199998056,13409.591999997378,51193.38600000519,116926853,19559016661,19163035198,680801145,677828663,202317738,475510925,284819682,53686988,231132694,44707073,186425621,2972482,34530463.0,3973616.0,10000.0,15172909.0
2014-02-27,14770.0,28949.200000002023,31742.839999995645,36865.919999997794,46723.84000000047,42200.0,42200.0,42200.84399999796,13328.448000000855,51163.27999999856,117414146,19739139913,19559016661,672909288,669926875,141301002,528625873,492786036,61051395,431734641,33471939,398262702,2982413,31417663.0,12043988.0,1200000.0,16389744.0
2014-02-28,15604.393199996786,29834.165999996352,31727.862000003577,36487.46399999593,46742.16600000268,42270.0,42270.0,42270.845399997925,13289.68800000076,50986.07400000658,117744310,19845831463,19739139913,428721754,425722217,86054744,339667473,322030204,48124571,273905633,40145953,233759680,2999537,28938140.0,4281597.0,3230000.0,11674834.0
2014-03-03,17920.574999996057,24246.49499999929,32093.730000002775,36631.889999998624,47435.80500000175,42975.0,42975.0,42975.85949999757,13372.960499998531,50951.159999999065,119637928,20019709347,20027420845,505305862,502322723,139970256,362352467,513017360,45213317,467804043,65897484,401906559,2983139,13301127.0,11634038.0,0.0,20278152.0
2014-03-04,17992.954000000518,30349.61300000168,32824.399999995614,37704.87000000299,47638.56999999605,43190.0,43190.0,43190.86379999746,13327.570200002072,50921.00999999225,120226369,20293292709,20019709347,524146340,521192622,206653555,314539067,250562978,44291502,206271476,42801499,163469977,2953718,13248763.0,13002493.0,200000.0,17840246.0
