report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4,index,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield
2014-07-16,20657187545,20497073353,394890140,392596651,170324655,222271996,234775948,59605459,175170489,31190665,143979824,2293489,24049651.0,15112325.0,500000.0,19943483.0,261.0,3.2472,3.65,4.391,4.492,4.7487,4.9,4.9608,5.0,1.1377,4.192
2014-07-17,20611919440,20657187545,253011280,250755039,73862280,176892759,298279385,104717040,193562345,32255120,161307225,2256241,20409316.0,22169561.0,49800000.0,12338163.0,262.0,3.2465,3.641,4.4,4.588,4.7448,4.9,4.9616,5.0,1.1133,4.183
2014-07-18,20612207748,20611919440,208959595,206677714,62723841,143953873,208671287,60675775,147995512,20805733,127189779,2281881,30533659.0,19912408.0,202000.0,10027708.0,263.0,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1215,4.184
2014-07-19,20667061488,20612207748,210318023,208048192,108711944,99336248,155464283,31681543,123782740,15507755,108274985,2269831,14009478.0,8324384.0,0.0,9347681.0,263.0,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1215,4.184
2014-07-20,20669047956,20667061488,176449304,174193562,58331429,115862133,174462836,38768091,135694745,29227103,106467642,2255742,17115054.0,9327176.0,0.0,12325861.0,263.0,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,1.1215,4.184
2014-07-21,20612945071,20669047956,378088594,375786236,188430013,187356223,434191479,54882116,379309363,39353239,339956124,2302358,26869340.0,13077930.0,10000.0,14924846.0,264.0,3.318,3.694,4.991,5.03,4.7467,4.9,4.9607,5.0,1.1428,4.192
2014-07-22,20486985781,20612945071,243084133,240854173,90700778,150153395,369043423,98632913,270410510,31942129,238468381,2229960,30137941.0,13547269.0,41501000.0,13446703.0,265.0,3.253,3.848,5.159,5.115,4.7465,4.9,4.9605,5.0,1.1166,4.1819999999999995
2014-07-23,20444094598,20486985781,265461894,263182434,114917590,148264844,308353077,56660566,251692511,45278350,206414161,2279460,31464788.0,10539421.0,1540000.0,13116357.0,266.0,3.295,4.202,5.15,5.271,4.7525,4.9,4.9604,5.0,1.1266,4.176
2014-07-24,20373516647,20444094598,277044480,274781793,106071922,168709871,347622431,70641581,276980850,42338290,234642560,2262687,28540166.0,17667384.0,12800000.0,11634031.0,267.0,3.313,4.101,5.273,5.278,4.7465,4.9,4.9604,5.0,1.1215,4.181
2014-07-25,20292282944,20373516647,181641088,179379699,63336575,116043124,262874791,70693254,192181537,35509270,156672267,2261389,22920147.0,16751760.0,16901000.0,14120347.0,268.0,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.1244,4.1819999999999995
2014-07-26,20137897656,20292282944,128268053,126012255,54186270,71825985,282653341,51725809,230927532,29639068,201288464,2255798,18138384.0,18713087.0,1500000.0,13374338.0,268.0,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.1244,4.1819999999999995
2014-07-27,20122693255,20137897656,151406251,149177264,80780644,68396620,166610652,50588888,116021764,35246941,80774823,2228987,18664858.0,20466300.0,0.0,11457730.0,268.0,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,1.1244,4.1819999999999995
2014-07-28,20148469102,20122693255,371762756,369535407,214062345,155473062,345986909,51656382,294330527,30372288,263958239,2227349,25389413.0,11015923.0,2200000.0,13051046.0,269.0,3.304,4.013,4.628,4.398,4.7465,4.9,4.9602,5.0,1.1276,4.184
2014-07-29,20073082045,20148469102,228093046,225904582,85325202,140579380,303480103,41066657,262413446,23956498,238456948,2188464,12428323.0,12717118.0,3000000.0,12921216.0,270.0,3.2503,3.907,4.6,4.141,4.739,4.9,4.9601,5.0,1.1156,4.183
2014-07-30,20032881601,20073082045,209917272,207702516,64808558,142893958,250117716,53868111,196249605,25897612,170351993,2214756,19730768.0,8862240.0,12100000.0,13175103.0,271.0,3.2502,3.914,4.525,4.144,4.7316,4.9,4.959,5.0,1.1162,4.178
2014-07-31,19947416138,20032881601,191728916,189518581,56346135,133172446,277194379,53122061,224072318,33843617,190228701,2210335,15792314.0,13775873.0,7400000.0,16153874.0,272.0,3.204,3.98,3.979,4.2,4.7215,4.9,4.9588,5.0,1.1156,4.1739999999999995
2014-08-01,20069760015,19947416138,374884735,372678958,135715324,236963634,252540858,84227601,168313257,31013339,137299918,2205777,32731901.0,29456809.0,5100000.0,16938891.0,273.0,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.1173,4.171
2014-08-02,20086601920,20069760015,189092130,186889349,78478704,108410645,172250225,41930977,130319248,34359098,95960150,2202781,20388807.0,7149562.0,0.0,14392608.0,273.0,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.1173,4.171
2014-08-03,20133302100,20086601920,173825397,171634865,62120575,109514290,127125217,40828571,86296646,23794226,62502420,2190532,17238818.0,9473820.0,0.0,14115933.0,273.0,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,1.1173,4.171
2014-08-04,20141035460,20133302100,330640884,328404472,120904646,207499826,322907524,78477516,244430008,43969481,200460527,2236412,31529783.0,12074693.0,16500000.0,18373040.0,274.0,3.182,3.842,4.086,4.105,4.7081,4.9,4.9551,5.0,1.1451,4.176
2014-08-05,20314109791,20141035460,394780870,392589715,164705556,227884159,221706539,74040082,147666457,35974791,111691666,2191155,26591098.0,14768284.0,16410000.0,16270700.0,275.0,3.145,3.738,3.998,4.056,4.7049,4.899,4.9543,5.0,1.1203,4.178
2014-08-06,20320584213,20314109791,288821016,286598298,127641624,158956674,282346594,56127546,226219048,26815416,199403632,2222718,21291913.0,19643544.0,1700000.0,13492089.0,276.0,3.051,3.559,3.9799,4.104,4.6982,4.8949,4.9505,5.0,1.1162,4.178
2014-08-07,20314571173,20320584213,247646474,245405658,61837508,183568150,253659514,60050774,193608740,41675089,151933651,2240816,15410546.0,28941346.0,4300000.0,11398882.0,277.0,3.04,3.511,3.977,4.161,4.6941,4.8901,4.9491,5.0,1.1186,4.18
2014-08-08,20236826133,20314571173,233903717,231616935,54035416,177581519,311648757,67603275,244045482,43071065,200974417,2286782,19163226.0,18669835.0,14800000.0,14970214.0,278.0,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1397,4.192
2014-08-09,20233477189,20236826133,160262764,158028887,44663092,113365795,163611708,50648384,112963324,30028086,82935238,2233877,18520392.0,22698987.0,0.0,9429005.0,278.0,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1397,4.192
2014-08-10,20303102834,20233477189,259534870,257313208,76427498,180885710,189909225,55462188,134447037,24599903,109847134,2221662,23077228.0,20717590.0,1000.0,11666370.0,278.0,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,1.1397,4.192
2014-08-11,20216049969,20303102834,331550471,329331370,102021228,227310142,418603336,60850688,357752648,40952695,316799953,2219101,17201769.0,23642952.0,2600000.0,17405967.0,279.0,2.955,3.42,3.616,4.166,4.6916,4.8914,4.9467,5.0,1.1235,4.178999999999999
2014-08-12,20164788784,20216049969,258493673,256311879,101592768,154719111,309754858,48112423,261642435,46559208,215083227,2181794,15814510.0,14362076.0,1811000.0,16124837.0,280.0,2.916,3.39,3.586,4.154,4.6905,4.8904,4.9457,5.0,1.1146,4.176
2014-08-13,20122319886,20164788784,261506619,259291103,99082207,160208896,303975517,55277175,248698342,22934891,225763451,2215516,25161278.0,14424643.0,3000000.0,12691254.0,281.0,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5.0,1.1138,4.175
2014-08-14,20168083115,20122319886,257702660,255446130,113303891,142142239,211939431,38957777,172981654,45402310,127579344,2256530,16476951.0,10331366.0,0.0,12149460.0,282.0,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5.0,1.1367,4.185
2014-08-15,20176118728,20168083115,244551620,242336052,83330178,159005874,236516007,47779700,188736307,38085265,150651042,2215568,10680763.0,18761561.0,0.0,18337376.0,283.0,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1129,4.17
2014-08-16,20171964125,20176118728,215059736,212842047,55705873,157136174,219214339,41164497,178049842,38363021,139686821,2217689,17021673.0,12925634.0,5000.0,11212190.0,283.0,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1129,4.17
2014-08-17,20182378312,20171964125,149978271,147777403,42442478,105334925,139564084,40085759,99478325,28147769,71330556,2200868,7738809.0,19041259.0,0.0,13305691.0,283.0,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,1.1129,4.17
2014-08-18,20221708442,20182378312,298499146,296308680,84557465,211751215,259169016,55584679,203584337,52598310,150986027,2190466,14850247.0,15566826.0,0.0,25167606.0,284.0,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5.0,1.1122,4.159
2014-08-19,20233180538,20221708442,266401973,264196458,108645683,155550775,254929877,74648794,180281083,33028860,147252223,2205515,29600198.0,11467928.0,2040000.0,31540668.0,285.0,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5.0,1.122,4.163
2014-08-20,20339106448,20233180538,308378692,306133606,134420983,171712623,202452782,73775504,128677278,28451096,100226182,2245086,24165679.0,17235710.0,1650000.0,30724115.0,286.0,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5.0,1.124,4.169
2014-08-21,20370906609,20339106448,251763517,249525712,85818188,163707524,219963356,70493107,149470249,18207816,131262433,2237805,28669192.0,10979534.0,420000.0,30424381.0,287.0,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5.0,1.1168,4.158
2014-08-22,20437873459,20370906609,246316056,244094164,97266695,146827469,179349206,74322748,105026458,13620285,91406173,2221892,31216803.0,10023388.0,210000.0,32872557.0,288.0,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.104,4.1530000000000005
2014-08-23,20379907955,20437873459,141412027,139192764,42797254,96395510,199377531,63911142,135466389,28401389,107065000,2219263,22294743.0,13156888.0,100000.0,28359511.0,288.0,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.104,4.1530000000000005
2014-08-24,20319023288,20379907955,130195484,127991522,43143686,84847836,191080151,52046987,139033164,15507226,123525938,2203962,19194293.0,12132444.0,900000.0,19820250.0,288.0,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,1.104,4.1530000000000005
2014-08-25,20316184100,20319023288,309574223,307361141,92282025,215079116,312413411,96656751,215756660,27159616,188597044,2213082,35518047.0,11637924.0,1500000.0,48000780.0,289.0,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5.0,1.1122,4.138999999999999
2014-08-26,20337650626,20316184100,306945089,304747497,124460527,180286970,285478563,88192408,197286155,14814754,182471401,2197592,24879168.0,16497042.0,0.0,46816198.0,290.0,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5.0,1.1085,4.131
2014-08-27,20171681280,20337650626,302194801,299973007,102372488,197600519,468164147,107408171,360755976,20966937,339789039,2221794,34053795.0,19426628.0,6000000.0,47927748.0,291.0,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5.0,1.1079,4.123
2014-08-28,20118870170,20171681280,245082751,242887647,56734596,186153051,297893861,98896299,198997562,15732174,183265388,2195104,25606866.0,25743565.0,4000000.0,43545868.0,292.0,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5.0,1.1043,4.1160000000000005
2014-08-29,20112668503,20118870170,267554713,265335172,87236719,178098453,273756380,103967802,169788578,27979322,141809256,2219541,31191914.0,30028785.0,40000.0,42707103.0,293.0,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1169,4.123
2014-08-30,20116003141,20112668503,199708772,197483663,84798329,112685334,196374134,70813897,125560237,32453185,93107052,2225109,18388231.0,14302883.0,100000.0,38022783.0,293.0,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1169,4.123
2014-08-31,20098150321,20116003141,275090213,272878511,148125324,124753187,292943033,106464912,186478121,24503950,161974171,2211702,23745525.0,31675561.0,0.0,51043826.0,293.0,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,1.1169,4.123
