report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4,index,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield
2013-10-20,2876090997,2879208658,47766681,47414924,23808286,23606638,50884342,4669856,46214486,3590393,42624093,351757,1716851.0,585387.0,0.0,2367618.0,75.0,3.001,3.485,3.573,4.613,4.6695,4.22,4.27,4.4,1.2917,4.878
2013-10-21,2936339884,2876090997,106030290,105669458,38771841,66897617,45781403,15776938,30004465,12306385,17698080,360832,9194806.0,3614460.0,0.0,2967672.0,76.0,3.06,3.548,3.67,4.683,4.6775,4.22,4.27,4.4,1.34,4.888
2013-10-22,2985778843,2936339884,145611496,145262654,80208449,65054205,96172537,17065810,79106727,39792495,39314232,348842,13865208.0,522130.0,0.0,2678472.0,77.0,3.052,3.558,3.6,4.707,4.6813,4.22,4.27,4.4,1.2698,4.846
2013-10-23,3018083493,2985778843,106093112,105727597,55822529,49905068,73788462,12090715,61697747,24671186,37026561,365515,8332890.0,1460982.0,0.0,2296843.0,78.0,3.78,3.992,3.871,4.814,4.6843,4.22,4.27,4.4,1.273,4.825
2013-10-24,3029430402,3018083493,69530830,69158484,20287230,48871254,58183921,7363228,50820693,24085834,26734859,372346,1924964.0,1541584.0,0.0,3896680.0,79.0,4.088,4.68,4.882,5.4,4.6876,4.2201,4.27,4.4,1.2811,4.819
2013-10-25,3047141053,3029430402,69936453,69558797,26323562,43235235,52225802,11129979,41095823,15388480,25707343,377656,7830378.0,1266472.0,0.0,2033129.0,80.0,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4,1.2758,4.811
2013-10-26,3053536348,3047141053,55752506,55373965,14759985,40613980,49357211,4620277,44736934,3869269,40867665,378541,2086856.0,705090.0,0.0,1828331.0,80.0,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4,1.2758,4.811
2013-10-27,3075023321,3053536348,68007543,67634331,36450109,31184222,46520570,11575035,34945535,22721764,12223771,373212,1494793.0,8358800.0,0.0,1721442.0,80.0,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4,1.2758,4.811
2013-10-28,3149927232,3075023321,129993375,129632574,67259575,62372999,55089464,12996206,42093258,16468981,25624277,360801,7322112.0,2547181.0,0.0,3126913.0,81.0,4.434,4.894,6.396,6.477,4.6975,4.2201,4.27,4.4,1.2428,4.743
2013-10-29,3208924908,3149927232,102050144,101671985,50888468,50783517,43052468,5155539,37896929,22855535,15041394,378159,2120041.0,725115.0,0.0,2310383.0,82.0,4.446,4.947,6.452,6.162,4.6966,4.22,4.27,4.4,1.2890000000000001,4.754
2013-10-30,3254679467,3208924908,109663260,109262475,57375950,51886525,63908701,7047733,56860968,22494418,34366550,400785,4366929.0,378390.0,0.0,2302414.0,83.0,5.23,5.593,6.349,5.924,4.6965,4.2195,4.27,4.4,1.2902,4.763
2013-10-31,3289998335,3254679467,90926701,90518963,33377309,57141654,55607833,9967594,45640239,9460426,36179813,407738,4060566.0,3160180.0,0.0,2746848.0,84.0,4.59,4.993,5.51,5.334,4.6948,4.22,4.27,4.4,1.2965,4.772
2013-11-01,3373970161,3289998335,150904945,150490888,97662024,52828864,66933119,8910803,58022316,20798916,37223400,414057,3217695.0,2869447.0,0.0,2823661.0,85.0,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4,1.2919,4.781000000000001
2013-11-02,3409396955,3373970161,62132300,61714348,23865307,37849041,26705506,9215431,17490075,7143672,10346403,417952,5172815.0,297898.0,0.0,3744718.0,85.0,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4,1.2919,4.781000000000001
2013-11-03,3447209071,3409396955,68707870,68291959,30519678,37772281,30895754,8410792,22484962,14516429,7968533,415911,5410546.0,1169600.0,0.0,1830646.0,85.0,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4,1.2919,4.781000000000001
2013-11-04,3616266423,3447209071,300027403,299614565,237955005,61659560,130970051,7225760,123744291,8145407,115598884,412838,4940631.0,382233.0,0.0,1902896.0,86.0,4.0971,4.423,4.5,4.605,4.6921,4.22,4.27,4.4,1.2888,4.825
2013-11-05,3714481373,3616266423,180904814,180478015,64596913,115881102,82689864,12228633,70461231,14710337,55750894,426799,7907915.0,1180483.0,0.0,3140235.0,87.0,3.9147,4.232,4.557,4.6155,4.693,4.22,4.27,4.4,1.2938,4.828
2013-11-06,3764248463,3714481373,181474910,181014598,38422060,142592538,131707820,19226831,112480989,49152384,63328605,460312,8731137.0,5706353.0,0.0,4789341.0,88.0,3.66,3.866,4.55,4.869,4.6926,4.22,4.27,4.4,1.2917,4.829
2013-11-07,3848905475,3764248463,167963464,167495139,39534732,127960407,83306452,13495904,69810548,18133158,51677390,468325,7810282.0,2117359.0,0.0,3568263.0,89.0,3.73,3.891,4.552,4.974,4.6933,4.2204,4.27,4.4,1.2935,4.827
2013-11-08,3987798639,3848905475,231749471,231270156,124106307,107163849,92856307,10129799,82726508,13757231,68969277,479315,4465354.0,1422089.0,100000.0,4142356.0,90.0,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4,1.2919999999999998,4.827
2013-11-09,4068379896,3987798639,126467028,125980699,36733104,89247595,45885771,10908069,34977702,7874091,27103611,486329,4203716.0,1752651.0,0.0,4951702.0,90.0,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4,1.2919999999999998,4.827
2013-11-10,4147899723,4068379896,164813471,164328004,48481839,115846165,85293644,21808380,63485264,25181514,38303750,485467,11159716.0,2940939.0,0.0,7707725.0,90.0,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4,1.2919999999999998,4.827
2013-11-11,4068761211,4147899723,147986439,147425452,69094170,78331282,227124951,180655486,46469465,7155297,39314168,560987,15570919.0,2442223.0,51972859.0,110669485.0,91.0,3.6,3.78,4.458,5.269,4.6962,4.22,4.27,4.4,1.4962,4.938
2013-11-12,4085967334,4068761211,148469647,147913613,75656414,72257199,131263524,12308127,118955397,13535932,105419465,556034,3806993.0,3080495.0,0.0,5420639.0,92.0,3.329,3.545,4.305,4.865,4.6978,4.22,4.27,4.4,1.4577,5.0280000000000005
2013-11-13,4181400870,4085967334,174554976,174000238,104660075,69340163,79121440,14898738,64222702,36973694,27249008,554738,8878581.0,2195166.0,0.0,3824991.0,93.0,3.336,3.635,4.359,5.251,4.699,4.22,4.27,4.4,1.4097,5.093
2013-11-14,4296842778,4181400870,167996058,167462695,85700589,81762106,52554150,8088009,44466141,22737277,21728864,533363,4529112.0,630803.0,0.0,2928094.0,94.0,4.188,4.193,4.485,5.325,4.6997,4.2202,4.27,4.4,1.3294,5.112
2013-11-15,4362903228,4296842778,124270704,123661256,44129861,79531395,58210254,9874031,48336223,13669346,34666877,609448,5240277.0,1483524.0,100000.0,3050230.0,95.0,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4,1.4738,5.212000000000001
2013-11-16,4451992661,4362903228,118085705,117530834,62614420,54916414,28996272,7299663,21696609,15626737,6069872,554871,3919184.0,790100.0,0.0,2590379.0,95.0,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4,1.4738,5.212000000000001
2013-11-17,4521421128,4451992661,111786622,111233475,45938489,65294986,42358155,10008509,32349646,17699482,14650164,553147,4174258.0,2486719.0,0.0,3347532.0,95.0,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4,1.4738,5.212000000000001
2013-11-18,4580270823,4521421128,195766477,195210552,94427782,100782770,136916782,14312742,122604040,41227427,81376613,555925,7048432.0,3787533.0,0.0,3476777.0,96.0,4.513,5.357,6.198,6.405,4.7095,4.2206,4.27,4.4,1.321,5.138999999999999
2013-11-19,4641328007,4580270823,131365419,130801756,47990602,82811154,70308235,14639949,55668286,15545895,40122391,563663,4949257.0,5855587.0,0.0,3835105.0,97.0,4.075,4.83,5.532,6.121,4.71,4.2206,4.27,4.4,1.3377,5.073
2013-11-20,4720539791,4641328007,166163002,165560984,56087750,109473234,86951218,13264281,73686937,22879788,50807149,602018,7922364.0,859690.0,0.0,4482227.0,98.0,4.057,4.751,5.43,6.179,4.7092,4.2207,4.27,4.4,1.3352,5.033
2013-11-21,4866972767,4720539791,221166938,220554500,118123549,102430951,74733962,8839246,65894716,16100622,49794094,612438,3088167.0,1183384.0,0.0,4567695.0,99.0,3.889,4.708,5.599,6.283,4.711,4.2207,4.27,4.4,1.3442,5.041
2013-11-22,4912783533,4866972767,128528687,127901717,42947137,84954580,82717921,20387183,62330738,24678325,37652413,626970,13442143.0,1611841.0,0.0,5333199.0,100.0,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4,1.3502,4.973
2013-11-23,4953010420,4912783533,89109018,88464354,28994052,59470302,48882131,6482889,42399242,11475436,30923806,644664,3509414.0,604272.0,0.0,2369203.0,100.0,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4,1.3502,4.973
2013-11-24,4969849464,4953010420,102394991,101754797,57943382,43811415,85555947,7319621,78236326,9204891,69031435,640194,2501180.0,1942400.0,0.0,2876041.0,100.0,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4,1.3502,4.973
2013-11-25,5046879939,4969849464,147143602,146505434,74040394,72465040,70113127,23796084,46317043,9657210,36659833,638168,13167661.0,6065709.0,0.0,4562714.0,101.0,3.847,4.74,6.165,6.378,4.7132,4.2207,4.27,4.4,1.361,5.035
2013-11-26,5239114658,5046879939,258037702,257385328,167619964,89765364,65802983,16533187,49269796,10910790,38359006,652374,8680134.0,2532582.0,0.0,5320471.0,102.0,3.746,4.6775,5.95,6.582,4.7156,4.2207,4.27,4.4,1.3774,5.0569999999999995
2013-11-27,5287759288,5239114658,134774128,134089685,57779508,76310177,86129498,13441519,72687979,8395361,64292618,684443,5137580.0,3153300.0,200000.0,4950639.0,103.0,3.764,4.663,5.968,6.704,4.7211,4.2207,4.27,4.4,1.3755,5.079
2013-11-28,5366066122,5287759288,139760425,139046863,58319586,80727277,61453591,12326030,49127561,20095247,29032314,713562,8471773.0,408316.0,0.0,3445941.0,104.0,3.746,4.823,6.295,6.555,4.7181,4.2207,4.27,4.4,1.3862,5.102
2013-11-29,5364620300,5366066122,122536344,121810671,43456530,78354141,123982166,12980677,111001489,15313495,95687994,725673,9039014.0,988414.0,0.0,2953249.0,105.0,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4,1.3879,5.122999999999999
2013-11-30,5361825481,5364620300,116865492,116137403,58697397,57440006,119660311,10367540,109292771,21919187,87373584,728089,4991581.0,1458535.0,0.0,3917424.0,105.0,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4,1.3879,5.122999999999999
2013-12-01,5405083240,5361825481,137889992,137174775,59786618,77388157,94632233,20461768,74170465,15707290,58463175,715217,13543472.0,1865397.0,0.0,5052899.0,105.0,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4,1.3879,5.122999999999999
2013-12-02,5621931412,5405083240,345313258,344606438,181458812,163147626,128465086,31233938,97231148,47382011,49849137,706820,14717973.0,12764195.0,0.0,3751770.0,106.0,3.748,4.571,5.93,6.263,4.7197,4.2207,4.27,4.4,1.3882,5.182
2013-12-03,5788936223,5621931412,268666856,267952466,96712045,171240421,101662045,25720023,75942022,22917759,53024263,714390,8188232.0,12419820.0,0.0,5111971.0,107.0,3.725,4.6,5.913,6.28,4.7365,4.2216,4.2701,4.4,1.399,5.194
2013-12-04,5938411266,5788936223,219456372,218681591,102384322,116297269,69981329,15845867,54135462,7852080,46283382,774781,9118849.0,1874880.0,0.0,4852138.0,108.0,3.7235,4.577,5.75,6.235,4.7778,4.232,4.2706,4.4,1.3982,5.207000000000001
2013-12-05,6010979734,5938411266,190825287,190022709,69146648,120876061,118256819,13825962,104430857,39525525,64905332,802578,5882070.0,3989177.0,200000.0,3754715.0,109.0,3.703,4.558,5.509,6.08,4.885,4.2432,4.2707,4.4,1.4025,5.216
2013-12-06,6080551322,6010979734,152197159,151391317,55634193,95757124,82625571,10624967,72000604,27086231,44914373,805842,4329771.0,2064010.0,0.0,4231186.0,110.0,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405,1.3848,5.2139999999999995
2013-12-07,6147517880,6080551322,138882605,138063886,70946815,67117071,71916047,14079254,57836793,7621422,50215371,818719,4965336.0,5587990.0,0.0,3525928.0,110.0,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405,1.3848,5.2139999999999995
2013-12-08,6196090491,6147517880,124886903,124072382,39666888,84405494,76314292,19207555,57106737,7934169,49172568,814521,13372269.0,1613192.0,0.0,4222094.0,110.0,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405,1.3848,5.2139999999999995
2013-12-09,6237388004,6196090491,174652812,173818023,58079956,115738067,133355299,20902701,112452598,12725637,99726961,834789,13518789.0,3333858.0,0.0,4050054.0,111.0,3.62,4.485,4.882,5.45,5.2581,4.3302,4.3553,4.4689,1.4227,5.226
2013-12-10,6269712275,6237388004,179471612,178632183,64157045,114475138,147147341,15768961,131378380,27083516,104294864,839429,6462754.0,2479305.0,0.0,6826902.0,112.0,3.558,4.444,4.72,5.296,5.338,4.3995,4.4319,4.5237,1.4271,5.2410000000000005
2013-12-11,6399314660,6269712275,239916977,239051211,138677071,100374140,110314592,16209163,94105429,32858604,61246825,865766,7601379.0,2768439.0,200000.0,5639345.0,113.0,3.51,4.329,4.55,5.238,5.332,4.4612,4.4969,4.5771,1.42,5.252999999999999
2013-12-12,6447584392,6399314660,140360007,139456440,37802740,101653700,92090275,44454483,47635792,11324110,36311682,903567,10893753.0,1886838.0,8750000.0,22923892.0,114.0,3.46,4.305,4.51,5.4155,5.3222,4.5197,4.5547,4.6247,1.4663,5.287999999999999
2013-12-13,6521478868,6447584392,164672690,163756758,51626995,112129763,90778214,31197293,59580921,23943149,35637772,915932,25801478.0,446849.0,0.0,4948966.0,115.0,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657,1.4527,5.325
2013-12-14,6598289813,6521478868,129045596,128124144,60894040,67230104,52234651,15765191,36469460,13547421,22922039,921452,8987864.0,1372372.0,0.0,5404955.0,115.0,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657,1.4527,5.325
2013-12-15,6749415054,6598289813,205882387,204965245,126617857,78347388,54757146,18057269,36699877,8502234,28197643,917142,11377163.0,1900099.0,10000.0,4770007.0,115.0,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657,1.4527,5.325
2013-12-16,6789747659,6749415054,196489931,195558740,76785117,118773623,156157326,32671212,123486114,31097965,92388149,931191,17126247.0,9458650.0,60649.0,6025666.0,116.0,3.447,4.358,4.389,5.557,5.331,4.6207,4.6553,4.7045,1.4771,5.43
2013-12-17,6867190613,6789747659,193980797,193053100,62804752,130248348,116537843,12025370,104512473,14476061,90036412,927697,2860389.0,2459433.0,0.0,6705548.0,117.0,3.47,4.459,4.552,6.235,5.3537,4.6608,4.6957,4.7335,1.4532,5.444
2013-12-18,6845185545,6867190613,180215804,179244717,44534059,134710658,202220872,10725473,191495399,50257836,141237563,971087,3227970.0,2372802.0,0.0,5124701.0,118.0,3.588,5.902,5.079,6.765,5.385,4.7054,4.7423,4.7634,1.4542,5.462999999999999
2013-12-19,6914793558,6845185545,233631357,232618878,97470048,135148830,164023344,15536057,148487287,21715384,126771903,1012479,6680578.0,2910410.0,0.0,5945069.0,119.0,3.846,6.472,6.218,7.1012,5.4239,4.7487,4.7816,4.8013,1.5167,5.4910000000000005
2013-12-20,6894981995,6914793558,133867400,132849845,39915508,92934337,153678963,19964515,133714448,33286473,100427975,1017555,10331829.0,3140205.0,0.0,6492481.0,120.0,3.927,7.654,7.003,7.53,5.458,4.7818,4.8135,4.8353,1.5130000000000001,5.524
2013-12-21,6923831180,6894981995,112000779,110979622,43066009,67913613,83151594,10610110,72541484,22399613,50141871,1021157,6510462.0,662530.0,0.0,3437118.0,120.0,3.927,7.654,7.003,7.53,5.458,4.7818,4.8135,4.8353,1.5130000000000001,5.524
2013-12-22,6994376148,6923831180,154543217,153531785,70446218,83085567,83998249,20715917,63282332,16987033,46295299,1011432,11297935.0,1687092.0,3230000.0,4500890.0,120.0,3.927,7.654,7.003,7.53,5.458,4.7818,4.8135,4.8353,1.5130000000000001,5.524
2013-12-23,7054645270,6994376148,198747367,197669761,70138872,127530889,138478245,24846016,113632229,40662170,72970059,1077606,16723533.0,2593550.0,0.0,5528933.0,121.0,4.515,8.843,8.246,7.656,5.516,4.8151,4.8422,4.8656,1.6189,5.67
2013-12-24,7241443693,7054645270,305406334,304333324,189794936,114538388,118607911,21559120,97048791,25956197,71092594,1073010,9827184.0,5653736.0,20000.0,6058200.0,122.0,4.145,6.197,5.761,6.605,5.5174,4.8369,4.8622,4.8856,1.611,5.757000000000001
2013-12-25,7448764361,7241443693,380076148,378896458,207488097,171408361,172755480,27956029,144799451,25199652,119599799,1179690,14095850.0,5859503.0,1120000.0,6880676.0,123.0,4.05,5.616,5.941,6.509,5.522,4.8588,4.8823,4.9034,1.7012,5.893
2013-12-26,7427199206,7448764361,220287409,219035100,86180958,132854142,241852564,21372055,220480509,21879648,198600861,1252309,9665563.0,3971893.0,200000.0,7534599.0,124.0,4.001,5.329,6.14,6.57,5.538,4.8763,4.8982,4.9203,1.7674,6.032
2013-12-27,7474795625,7427199206,211118967,209818922,71581657,138237265,163522548,22373377,141149171,16737992,124411179,1300045,11444298.0,3800278.0,200.0,7128601.0,125.0,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,1.8030000000000002,6.192
2013-12-28,7606220411,7474795625,192808006,191506544,82079222,109427322,61383220,18517636,42865584,10339282,32526302,1301462,11610509.0,1046328.0,0.0,5860799.0,125.0,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,1.8030000000000002,6.192
2013-12-29,7712563769,7606220411,161473347,160179393,80308840,79870553,55129989,15925186,39204803,5655465,33549338,1293954,7212414.0,1422026.0,10100.0,7280646.0,125.0,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,1.8030000000000002,6.192
2013-12-30,7819095923,7712563769,286358778,285062954,121679259,163383695,179826624,20652334,159174290,40393506,118780784,1295824,8770053.0,3669174.0,0.0,8213107.0,126.0,3.205,4.841,5.907,6.122,5.553,4.9068,4.9277,4.9485,1.7947,6.598
2013-12-31,7950715327,7819095923,265851934,264556746,115229028,149327718,134232530,23640780,110591750,19505479,91086271,1295188,11611505.0,3497088.0,0.0,8532187.0,127.0,3.148,5.25,5.962,5.913,5.5565,4.9205,4.94,4.9606,1.7869,6.696000000000001
2014-01-01,8204274137,7950715327,330926565,329555717,93419831,236135886,77367755,21750788,55616967,15782631,39834336,1370848,9463186.0,7180059.0,0.0,5107543.0,127.0,3.148,5.25,5.962,5.913,5.5565,4.9205,4.94,4.9606,1.7869,6.696000000000001
2014-01-02,8449075426,8204274137,434956739,433531489,145093807,288437682,190155450,22941048,167214402,26734732,140479670,1425250,6429483.0,6583823.0,0.0,9927742.0,128.0,3.131,4.981,5.759,5.91,5.5657,4.9306,4.9501,4.9677,1.8092,6.763
2014-01-03,8663435976,8449075426,342074805,340640596,143850914,196789682,127714255,23841309,103872946,27165547,76707399,1434209,10507984.0,4191467.0,50000.0,9091858.0,129.0,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,1.7847,6.752999999999999
2014-01-04,8749652812,8663435976,186085910,184607251,49062116,135545135,99869074,21965772,77903302,10496655,67406647,1478659,13162251.0,1833288.0,0.0,6970233.0,129.0,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,1.7847,6.752999999999999
2014-01-05,8798901523,8749652812,206030707,204559800,61986069,142573731,156781996,20843557,135938439,37596243,98342196,1470907,12945726.0,2302192.0,0.0,5595639.0,129.0,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,1.7847,6.752999999999999
2014-01-06,9050477936,8798901523,442494042,441042872,198531158,242511714,190917629,25009899,165907730,35042141,130865589,1451170,8546854.0,9726055.0,0.0,6736990.0,130.0,2.92,4.633,5.433,6.475,5.5732,4.9476,4.966,4.9824,1.774,6.726
2014-01-07,9502231639,9050477936,589726496,588222460,231240835,356981625,137972793,27531206,110441587,23886191,86555396,1504036,11435514.0,3109835.0,0.0,12985857.0,131.0,2.875,4.259,5.074,5.925,5.576,4.9547,4.9713,4.9869,1.8086,6.7379999999999995
2014-01-08,9552376725,9502231639,264025160,262398195,73458333,188939862,213880074,24398384,189481690,22175353,167306337,1626965,6934583.0,6375874.0,400000.0,10687927.0,132.0,2.83,4.126,4.927,5.65,5.5821,4.9585,4.9742,4.9904,1.8219999999999998,6.761
2014-01-09,9692683975,9552376725,280698487,279057823,115504758,163553065,140391237,25855665,114535572,27071650,87463922,1640664,12014226.0,3339321.0,1350500.0,9151618.0,133.0,2.794,4.02,4.799,6.314,5.5837,4.964,4.9776,4.9929,1.7647,6.737
2014-01-10,9813222458,9692683975,237797636,236112121,81263442,154848679,117259153,26458750,90800403,26710276,64090127,1685515,11533112.0,3073435.0,2000000.0,9852203.0,134.0,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,1.7878,6.7379999999999995
2014-01-11,9985095714,9813222458,243403438,241731696,147087308,94644388,71530182,30620108,40910074,14724475,26185599,1671742,18421405.0,6239547.0,0.0,5959156.0,134.0,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,1.7878,6.7379999999999995
2014-01-12,10071845246,9985095714,228255344,226592609,70170242,156422367,141505812,24005816,117499996,26923654,90576342,1662735,10277948.0,1096208.0,0.0,12631660.0,134.0,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,1.7878,6.7379999999999995
2014-01-13,10340128524,10071845246,447207050,445546064,140961565,304584499,178923772,21903534,157020238,31182941,125837297,1660986,12068315.0,2562244.0,20000.0,7252975.0,135.0,2.738,4.013,4.636,6.465,5.5849,4.9715,4.984,4.9955,1.7584,6.695
2014-01-14,10537257263,10340128524,356907128,355227951,136709487,218518464,159778389,29631300,130147089,26903661,103243428,1679177,14789839.0,5370473.0,0.0,9470988.0,136.0,2.7395,4.0036,4.69,6.4842,5.5865,4.9742,4.9855,4.9977,1.7634,6.67
2014-01-15,10751047734,10537257263,391408718,389643679,64750474,324893205,177618247,38808458,138809789,28292066,110517723,1765039,9530159.0,12452440.0,4851900.0,11973959.0,137.0,2.7513,3.965,4.641,6.742,5.5846,4.9757,4.9896,4.9997,1.7295,6.617999999999999
2014-01-16,10972827391,10751047734,374947083,373159557,106140501,267019056,153167426,23865821,129301605,26988051,102313554,1787526,9015487.0,5303850.0,10000.0,9536484.0,138.0,2.7723,4.256,4.679,6.693,5.5812,4.9788,4.9913,4.9999,1.723,6.595
2014-01-17,11190869034,10972827391,345426853,343608394,88624595,254983799,127385210,21879996,105505214,18305723,87199491,1818459,10286416.0,3065433.0,60000.0,8468147.0,139.0,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,1.7139,6.553999999999999
2014-01-18,11281199880,11190869034,233200688,231380252,89497089,141883163,142869842,36540346,106329496,31449193,74880303,1820436,20036728.0,5268057.0,0.0,11235561.0,139.0,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,1.7139,6.553999999999999
2014-01-19,11348652551,11281199880,185082022,183275869,45738067,137537802,117629351,29952235,87677116,21831199,65845917,1806153,14879161.0,5697300.0,0.0,9375774.0,139.0,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,1.7139,6.553999999999999
2014-01-20,11241417494,11348652551,335761027,333912224,66330226,267581998,442996084,45103607,397892477,36654039,361238438,1848803,30197607.0,4605616.0,0.0,10300384.0,140.0,3.888,6.329,5.538,7.472,5.5893,4.9854,4.993,5.0001,1.7235,6.46
2014-01-21,11351446969,11241417494,412854611,411045427,105334037,305711390,302825136,48810525,254014611,34959044,219055567,1809184,34683255.0,5373018.0,0.0,8754252.0,141.0,3.641,5.535,5.562,7.427,5.591,4.9873,4.9936,5.0001,1.6958,6.422999999999999
2014-01-22,11557321387,11351446969,498730606,496881726,116679482,380202244,292856188,35396154,257460034,50621581,206838453,1848880,12674940.0,15715449.0,302539.0,6703226.0,142.0,3.676,5.224,5.56,6.95,5.5924,4.9887,4.9935,5.0001,1.6853,6.398
2014-01-23,11829747156,11557321387,481450097,479509602,102994484,376515118,209024328,37120406,171903922,30727063,141176859,1940495,17367428.0,8303009.0,400000.0,11049969.0,143.0,3.7,5.293,5.94,6.708,5.5926,4.9904,4.9943,5.0001,1.7491,6.412999999999999
2014-01-24,12098022049,11829747156,614103894,612133670,144614549,467519121,345829001,37926576,307902425,29754999,278147426,1970224,18821020.0,11004819.0,0.0,8100737.0,144.0,3.7193,4.449,6.765,6.817,5.5946,4.9922,4.995,5.0001,1.7296,6.422000000000001
2014-01-25,12353351816,12098022049,440854623,438919123,125183326,313735797,185524856,44376079,141148777,33390830,107757947,1935500,33052893.0,4752220.0,220000.0,6350966.0,144.0,3.7193,4.449,6.765,6.817,5.5946,4.9922,4.995,5.0001,1.7296,6.422000000000001
2014-01-26,12550001817,12353351816,528402520,526466645,101475502,424991143,331752519,19451300,312301219,39439760,272861459,1935875,9137431.0,6367843.0,0.0,3946026.0,145.0,4.4,4.717,6.35,6.995,5.5962,4.9929,4.9966,5.0001,1.695,6.434
2014-01-27,12926555440,12550001817,657199484,655298101,196149985,459148116,280645861,36768288,243877573,58856167,185021406,1901383,20347842.0,9737819.0,0.0,6682627.0,146.0,4.534,4.689,6.092,6.83,5.5989,4.9933,4.9984,5.0001,1.6915,6.416
2014-01-28,13521645866,12926555440,843424742,841426055,202335691,639090364,248334316,32950093,215384223,47826061,167558162,1998687,21216358.0,9286252.0,96536.0,2350947.0,147.0,4.8477,4.9657,6.807,7.333,5.5998,4.9931,4.9994,5.0001,1.7398,6.441
2014-01-29,14258960858,13521645866,952479658,950357375,102260088,848097287,215164666,48600473,166564193,38228588,128335605,2122283,17973057.0,24984176.0,60000.0,5583240.0,148.0,4.8,5.108,7.072,7.192,5.6,4.9938,4.9996,5.0001,1.6693,6.432
2014-01-30,14381588964,14258960858,227916211,225754304,44901628,180852676,105288105,18939954,86348151,13588206,72759945,2161907,10381715.0,6449741.0,0.0,2108498.0,149.0,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,1.6193,6.36
2014-01-31,14420780750,14381588964,87324175,85045931,20914075,64131856,48132389,10305654,37826735,7796701,30030034,2278244,5695091.0,1312061.0,0.0,3298502.0,149.0,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,1.6193,6.36
2014-02-01,14423540862,14420780750,64287172,61983151,14043513,47939638,61527060,11374370,50152690,18881191,31271499,2304021,8515995.0,374269.0,0.0,2484106.0,149.0,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,1.6193,6.36
2014-02-02,14457057903,14423540862,57912761,55617117,20359506,35257611,24395720,11592943,12802777,2770284,10032493,2295644,7356053.0,1451501.0,50000.0,2735389.0,149.0,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,1.6193,6.36
2014-02-03,14495278557,14457057903,84329848,82037541,22041714,59995827,46109194,20070740,26038454,4221624,21816830,2292307,16201671.0,891510.0,0.0,2977559.0,149.0,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,1.6193,6.36
